"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03"
"19","GTD","Misha Goikhberg","6","2:00.953","11:45.097","Yellow","Track","28.956","55.653","36.344"
"23","GTD","Ian James","6","2:01.613","11:46.325","Yellow","Track","29.053","56.028","36.532"
"97","GTD","Maxwell Root","6","2:01.724","11:47.056","Yellow","Track","28.997","56.727","36.000"
"1","GTD","Madison Snow","6","2:03.487","11:50.070","Yellow","Track","28.601","59.721","35.165"
"88","GTD","Rob Ferriol","6","2:03.191","11:51.643","Yellow","Track","28.603","58.958","35.630"
"44","GTD","John Potter","6","2:03.246","11:53.131","Yellow","Track","28.504","58.841","35.901"
"63","GTD","Bret Curtis","6","2:30.559","12:33.999","Yellow","Track","33.030","82.846","34.683"
"75","GTD","Kenny Habul","6","2:29.235","12:34.420","Yellow","Track","33.294","82.873","33.068"
"25","GTLM","Bruno Spengler","6","2:23.745","12:36.162","Yellow","Track","29.985","79.865","33.895"
"42","GTD","Don Yount","6","2:24.351","12:37.721","Yellow","Track","29.793","80.428","34.130"
"28","GTD","Daniel Morad","6","2:01.480","12:39.941","Yellow","Track","27.985","58.941","34.554"
"64","GTD","Ted Giovanis","6","2:09.781","12:49.005","Yellow","Track","30.411","63.750","35.620"
"31","DPi","Felipe Nasr","7","3:40.859","13:43.086","Yellow","Track","32.464","109.453","78.942"
"5","DPi","Loic Duval","7","3:41.691","13:44.544","Yellow","Track","32.649","110.006","79.036"
"01","DPi","Renger van der Zande","7","3:41.273","13:45.230","Yellow","Track","33.337","109.333","78.603"
"60","DPi","Dane Cameron","7","3:41.374","13:46.099","Yellow","Track","33.197","109.961","78.216"
"10","DPi","Filipe Albuquerque","7","3:41.178","13:46.956","Yellow","Track","33.499","109.300","78.379"
"48","DPi","Jimmie Johnson","7","3:39.971","13:47.701","Yellow","Track","32.901","108.819","78.251"
"55","DPi","Oliver Jarvis","7","2:51.982","13:48.480","Yellow","Track","26.762","79.565","65.655"
"52","LMP2","Ben Keating","7","3:34.478","13:49.318","Yellow","Track","31.497","104.939","78.042"
"20","LMP2","Dennis Andersen","7","3:33.934","13:50.028","Yellow","Track","32.881","102.940","78.113"
"47","LMP2","Roberto Lacorte","7","3:33.237","13:50.717","Yellow","Track","31.989","103.064","78.184"
"8","LMP2","John Farano","7","3:33.480","13:51.664","Yellow","Track","32.705","102.880","77.895"
"51","LMP2","Salih Yoluc","7","3:16.542","13:52.556","Yellow","Track","26.653","92.287","77.602"
"29","LMP2","Frits Van Eerd","7","3:17.640","13:53.944","Yellow","Track","27.029","92.372","78.239"
"82","LMP2","Eric Lux","7","3:13.293","13:54.496","Yellow","Track","28.868","86.463","77.962"
"18","LMP2","Dwight Merriman","7","3:13.632","13:55.065","Yellow","Track","29.571","86.168","77.893"
"81","LMP2","Rob Hodes","7","3:13.361","13:56.000","Yellow","Track","30.322","85.553","77.486"
"11","LMP2","Steven Thomas","7","3:13.152","13:57.035","Yellow","Track","29.874","85.524","77.754"
"6","LMP3","Moritz Kranz","7","3:10.990","13:58.301","Yellow","Track","28.844","83.900","78.246"
"7","LMP3","Ryan Norman","7","3:11.108","13:59.641","Yellow","Track","30.336","81.956","78.816"
"38","LMP3","Rasmus Lindh","7","3:13.118","14:03.954","Yellow","Track","29.355","81.751","82.012"
"74","LMP3","Gar Robinson","7","3:07.739","14:04.422","Yellow","Track","27.433","79.311","80.995"
"54","LMP3","Jonathan Bennett","7","3:06.675","14:05.485","Yellow","Track","27.095","78.778","80.802"
"91","LMP3","Jim Cox","7","3:05.589","14:06.796","Yellow","Track","28.563","75.837","81.189"
"33","LMP3","Lance Willsey","7","3:05.308","14:07.783","Yellow","Track","29.390","74.600","81.318"
"4","GTLM","Tommy Milner","7","3:03.430","14:10.201","Yellow","Track","26.466","74.328","82.636"
"3","GTLM","Antonio Garcia","7","3:02.610","14:12.388","Yellow","Track","26.612","71.834","84.164"
"62","GTLM","Alessandro Pier Guidi","7","3:03.163","14:13.561","Yellow","Track","26.900","71.914","84.349"
"24","GTLM","John Edwards","7","3:02.890","14:14.597","Yellow","Track","26.299","71.996","84.595"
"12","GTD","Frankie Montecalvo","7","2:41.786","14:16.051","Yellow","Track","27.102","54.006","80.678"
"96","GTD","Robby Foley","7","2:41.646","14:17.076","Yellow","Track","26.801","54.780","80.065"
"111","GTD","Rolf Ineichen","7","2:40.422","14:18.009","Yellow","Track","27.262","55.207","77.953"
"14","GTD","Aaron Telitz","7","2:39.363","14:18.914","Yellow","Track","26.973","54.973","77.417"
"16","GTD","Jan Heylen","7","2:39.182","14:19.965","Yellow","Track","28.131","56.306","74.745"
"9","GTD","Zacharie Robichon","7","2:39.475","14:21.030","Yellow","Track","27.733","56.641","75.101"
"79","GTLM","Kevin Estre","7","2:39.911","14:22.131","Yellow","Track","27.674","56.755","75.482"
"21","GTD","Matteo Cressoni","7","2:40.041","14:22.701","Yellow","Track","27.689","56.834","75.518"
"57","GTD","Russell Ward","7","2:40.320","14:23.355","Yellow","Track","28.049","56.501","75.770"
"19","GTD","Misha Goikhberg","7","2:38.941","14:24.038","Yellow","Track","27.574","56.440","74.927"
"23","GTD","Ian James","7","2:39.527","14:25.852","Yellow","Track","27.588","56.798","75.141"
"97","GTD","Maxwell Root","7","2:40.296","14:27.352","Yellow","Track","27.846","56.656","75.794"
"1","GTD","Madison Snow","7","2:38.508","14:28.578","Yellow","Track","26.997","55.897","75.614"
"88","GTD","Rob Ferriol","7","2:37.682","14:29.325","Yellow","Track","27.850","54.691","75.141"
"44","GTD","John Potter","7","2:36.915","14:30.046","Yellow","Track","28.540","54.391","73.984"
"63","GTD","Bret Curtis","7","1:58.619","14:32.618","Yellow","Track","26.441","52.268","39.910"
"75","GTD","Kenny Habul","7","1:58.948","14:33.368","Yellow","Track","26.631","52.502","39.815"
"25","GTLM","Bruno Spengler","7","1:58.318","14:34.480","Yellow","Track","26.525","51.962","39.831"
"42","GTD","Don Yount","7","2:00.083","14:37.804","Yellow","Track","26.954","53.078","40.051"
"28","GTD","Daniel Morad","7","1:58.867","14:38.808","Yellow","Track","26.655","53.493","38.719"
"64","GTD","Ted Giovanis","7","1:58.035","14:47.040","Yellow","Track","28.347","54.319","35.369"
"31","DPi","Felipe Nasr","8","3:17.353","17:00.439","Green","Track","45.078","100.711","51.564"
"5","DPi","Loic Duval","8","3:16.333","17:00.877","Green","Track","43.955","102.623","49.755"
"01","DPi","Renger van der Zande","8","3:15.886","17:01.116","Green","Track","44.030","103.325","48.531"
"60","DPi","Dane Cameron","8","3:15.210","17:01.309","Green","Track","45.276","102.338","47.596"
"10","DPi","Filipe Albuquerque","8","3:14.472","17:01.428","Green","Track","45.087","102.163","47.222"
"55","DPi","Oliver Jarvis","8","3:13.399","17:01.879","Green","Track","45.431","102.125","45.843"
"48","DPi","Jimmie Johnson","8","3:14.193","17:01.894","Green","Track","44.926","102.319","46.948"
"52","LMP2","Ben Keating","8","3:13.119","17:02.437","Green","Track","45.432","102.453","45.234"
"20","LMP2","Dennis Andersen","8","3:13.068","17:03.096","Green","Track","45.974","102.087","45.007"
"47","LMP2","Roberto Lacorte","8","3:12.804","17:03.521","Green","Track","45.925","102.014","44.865"
"8","LMP2","John Farano","8","3:12.255","17:03.919","Green","Track","46.409","101.483","44.363"
"51","LMP2","Salih Yoluc","8","3:11.814","17:04.370","Green","Track","46.352","101.131","44.331"
"82","LMP2","Eric Lux","8","3:10.333","17:04.829","Green","Track","46.461","101.282","42.590"
"29","LMP2","Frits Van Eerd","8","3:10.909","17:04.853","Green","Track","46.315","101.202","43.392"
"18","LMP2","Dwight Merriman","8","3:10.093","17:05.158","Green","Track","46.623","101.378","42.092"
"81","LMP2","Rob Hodes","8","3:09.500","17:05.500","Green","Track","46.842","102.272","40.386"
"11","LMP2","Steven Thomas","8","3:08.604","17:05.639","Green","Track","46.390","102.670","39.544"
"7","LMP3","Ryan Norman","8","3:07.225","17:06.866","Green","Track","46.252","101.506","39.467"
"6","LMP3","Moritz Kranz","8","3:08.712","17:07.013","Green","Track","46.720","101.781","40.211"
"54","LMP3","Jonathan Bennett","8","3:01.738","17:07.223","Green","Track","43.297","100.215","38.226"
"74","LMP3","Gar Robinson","8","3:02.849","17:07.271","Green","Track","42.970","101.109","38.770"
"38","LMP3","Rasmus Lindh","8","3:03.462","17:07.416","Green","Track","42.709","101.377","39.376"
"91","LMP3","Jim Cox","8","3:00.659","17:07.455","Green","Track","43.068","100.112","37.479"
"33","LMP3","Lance Willsey","8","3:00.669","17:08.452","Green","Track","44.836","99.970","35.863"
"4","GTLM","Tommy Milner","8","2:58.332","17:08.533","Green","Track","43.750","99.321","35.261"
"24","GTLM","John Edwards","8","2:54.042","17:08.639","Green","Track","42.545","97.737","33.760"
"3","GTLM","Antonio Garcia","8","2:56.195","17:08.583","Green","Track","42.688","98.697","34.810"
"62","GTLM","Alessandro Pier Guidi","8","2:55.333","17:08.894","Green","Track","42.321","98.458","34.554"
"12","GTD","Frankie Montecalvo","8","2:53.920","17:09.971","Green","Track","42.090","98.798","33.032"
"96","GTD","Robby Foley","8","2:53.396","17:10.472","Green","Track","42.012","98.570","32.814"
"111","GTD","Rolf Ineichen","8","2:53.064","17:11.073","Green","Track","42.496","97.849","32.719"
"14","GTD","Aaron Telitz","8","2:53.214","17:12.128","Green","Track","42.380","98.325","32.509"
"16","GTD","Jan Heylen","8","2:52.660","17:12.625","Green","Track","42.346","97.750","32.564"
"9","GTD","Zacharie Robichon","8","2:52.271","17:13.301","Green","Track","42.057","97.393","32.821"
"21","GTD","Matteo Cressoni","8","2:50.998","17:13.699","Green","Track","41.901","96.892","32.205"
"57","GTD","Russell Ward","8","2:51.560","17:14.915","Green","Track","41.758","97.058","32.744"
"19","GTD","Misha Goikhberg","8","2:51.695","17:15.733","Green","Track","42.288","96.405","33.002"
"23","GTD","Ian James","8","2:50.400","17:16.252","Green","Track","41.296","96.263","32.841"
"97","GTD","Maxwell Root","8","2:49.496","17:16.848","Green","Track","40.422","96.534","32.540"
"1","GTD","Madison Snow","8","2:49.138","17:17.716","Green","Track","40.067","95.903","33.168"
"88","GTD","Rob Ferriol","8","2:48.789","17:18.114","Green","Track","39.891","96.021","32.877"
"44","GTD","John Potter","8","2:48.969","17:19.015","Green","Track","39.707","95.831","33.431"
"63","GTD","Bret Curtis","8","2:47.026","17:19.644","Green","Track","38.056","95.367","33.603"
"25","GTLM","Bruno Spengler","8","2:45.260","17:19.740","Green","Track","38.008","94.655","32.597"
"75","GTD","Kenny Habul","8","2:46.534","17:19.902","Green","Track","38.253","94.830","33.451"
"42","GTD","Don Yount","8","2:43.950","17:21.754","Green","Track","36.634","93.829","33.487"
"28","GTD","Daniel Morad","8","2:43.541","17:22.349","Green","Track","37.515","93.579","32.447"
"64","GTD","Ted Giovanis","8","2:41.128","17:28.168","Green","Track","31.525","93.709","35.894"
"31","DPi","Felipe Nasr","9","1:35.922","18:36.361","Green","Track","23.373","44.824","27.725"
"5","DPi","Loic Duval","9","1:36.417","18:37.294","Green","Track","23.688","44.781","27.948"
"01","DPi","Renger van der Zande","9","1:36.500","18:37.616","Green","Track","23.768","44.794","27.938"
"60","DPi","Dane Cameron","9","1:37.179","18:38.488","Green","Track","23.887","45.282","28.010"
"10","DPi","Filipe Albuquerque","9","1:37.304","18:38.732","Green","Track","23.863","45.572","27.869"
"55","DPi","Oliver Jarvis","9","1:37.916","18:39.795","Green","Track","24.741","45.006","28.169"
"48","DPi","Jimmie Johnson","9","1:38.963","18:40.857","Green","Track","25.156","45.431","28.376"
"52","LMP2","Ben Keating","9","1:40.383","18:42.820","Green","Track","25.057","46.477","28.849"
"47","LMP2","Roberto Lacorte","9","1:41.022","18:44.543","Green","Track","24.971","46.818","29.233"
"20","LMP2","Dennis Andersen","9","1:42.233","18:45.329","Green","Track","25.025","47.196","30.012"
"8","LMP2","John Farano","9","1:41.718","18:45.637","Green","Track","25.498","46.887","29.333"
"51","LMP2","Salih Yoluc","9","1:41.943","18:46.313","Green","Track","25.480","47.108","29.355"
"29","LMP2","Frits Van Eerd","9","1:41.929","18:46.782","Green","Track","25.185","47.289","29.455"
"82","LMP2","Eric Lux","9","1:42.713","18:47.542","Green","Track","25.382","47.718","29.613"
"18","LMP2","Dwight Merriman","9","1:42.987","18:48.145","Green","Track","25.603","47.406","29.978"
"81","LMP2","Rob Hodes","9","1:42.912","18:48.412","Green","Track","25.822","47.153","29.937"
"11","LMP2","Steven Thomas","9","1:44.106","18:49.745","Green","Track","26.166","47.942","29.998"
"4","GTLM","Tommy Milner","9","1:45.542","18:54.075","Green","Track","26.443","48.604","30.495"
"38","LMP3","Rasmus Lindh","9","1:46.926","18:54.342","Green","Track","26.253","49.214","31.459"
"3","GTLM","Antonio Garcia","9","1:46.344","18:54.927","Green","Track","27.074","48.447","30.823"
"74","LMP3","Gar Robinson","9","1:47.938","18:55.209","Green","Track","27.216","49.332","31.390"
"62","GTLM","Alessandro Pier Guidi","9","1:46.481","18:55.375","Green","Track","26.992","48.687","30.802"
"24","GTLM","John Edwards","9","1:48.323","18:56.962","Green","Track","27.864","50.000","30.459"
"54","LMP3","Jonathan Bennett","9","1:51.948","18:59.171","Green","Track","28.630","51.603","31.715"
"12","GTD","Frankie Montecalvo","9","1:50.031","19:00.002","Green","Track","26.709","51.594","31.728"
"14","GTD","Aaron Telitz","9","1:49.100","19:01.228","Green","Track","25.517","51.284","32.299"
"96","GTD","Robby Foley","9","1:51.300","19:01.772","Green","Track","26.515","51.988","32.797"
"91","LMP3","Jim Cox","9","1:54.378","19:01.833","Green","Track","28.490","53.458","32.430"
"111","GTD","Rolf Ineichen","9","1:50.804","19:01.877","Green","Track","26.337","51.610","32.857"
"16","GTD","Jan Heylen","9","1:49.379","19:02.004","Green","Track","25.556","51.111","32.712"
"9","GTD","Zacharie Robichon","9","1:49.408","19:02.709","Green","Track","25.419","51.191","32.798"
"33","LMP3","Lance Willsey","9","1:54.670","19:03.122","Green","Track","29.579","51.843","33.248"
"21","GTD","Matteo Cressoni","9","1:49.743","19:03.442","Green","Track","25.489","50.957","33.297"
"57","GTD","Russell Ward","9","1:48.684","19:03.599","Green","Track","25.606","50.230","32.848"
"19","GTD","Misha Goikhberg","9","1:48.254","19:03.987","Green","Track","25.598","50.539","32.117"
"23","GTD","Ian James","9","1:48.322","19:04.574","Green","Track","25.824","50.400","32.098"
"97","GTD","Maxwell Root","9","1:48.698","19:05.546","Green","Track","25.804","51.104","31.790"
"25","GTLM","Bruno Spengler","9","1:45.989","19:05.729","Green","Track","25.571","49.543","30.875"
"1","GTD","Madison Snow","9","1:48.654","19:06.370","Green","Track","25.859","50.924","31.871"
"88","GTD","Rob Ferriol","9","1:49.286","19:07.400","Green","Track","25.877","51.041","32.368"
"44","GTD","John Potter","9","1:50.256","19:09.271","Green","Track","26.058","51.750","32.448"
"63","GTD","Bret Curtis","9","1:50.067","19:09.711","Green","Track","26.329","51.635","32.103"
"75","GTD","Kenny Habul","9","1:49.991","19:09.893","Green","Track","26.655","51.292","32.044"
"28","GTD","Daniel Morad","9","1:49.351","19:11.700","Green","Track","26.392","51.337","31.622"
"42","GTD","Don Yount","9","1:51.568","19:13.322","Green","Track","26.418","52.224","32.926"
"7","LMP3","Ryan Norman","9","2:12.158","19:19.024","Green","Track","50.466","50.470","31.222"
"64","GTD","Ted Giovanis","9","1:55.747","19:23.915","Green","Track","27.963","53.415","34.369"
"31","DPi","Felipe Nasr","10","1:35.217","20:11.578","Green","Track","22.584","44.721","27.912"
"5","DPi","Loic Duval","10","1:35.060","20:12.354","Green","Track","22.655","44.678","27.727"
"01","DPi","Renger van der Zande","10","1:35.951","20:13.567","Green","Track","22.966","44.880","28.105"
"60","DPi","Dane Cameron","10","1:35.790","20:14.278","Green","Track","22.986","44.871","27.933"
"10","DPi","Filipe Albuquerque","10","1:35.732","20:14.464","Green","Track","23.152","44.938","27.642"
"55","DPi","Oliver Jarvis","10","1:35.624","20:15.419","Green","Track","22.911","44.713","28.000"
"48","DPi","Jimmie Johnson","10","1:36.312","20:17.169","Green","Track","23.271","44.853","28.188"
"52","LMP2","Ben Keating","10","1:38.466","20:21.286","Green","Track","23.521","45.692","29.253"
"47","LMP2","Roberto Lacorte","10","1:38.724","20:23.267","Green","Track","23.534","46.293","28.897"
"20","LMP2","Dennis Andersen","10","1:39.469","20:24.798","Green","Track","23.722","46.507","29.240"
"8","LMP2","John Farano","10","1:40.186","20:25.823","Green","Track","24.040","46.613","29.533"
"51","LMP2","Salih Yoluc","10","1:39.699","20:26.012","Green","Track","24.015","46.549","29.135"
"29","LMP2","Frits Van Eerd","10","1:40.356","20:27.138","Green","Track","24.116","46.518","29.722"
"82","LMP2","Eric Lux","10","1:40.381","20:27.923","Green","Track","24.001","46.561","29.819"
"18","LMP2","Dwight Merriman","10","1:40.539","20:28.684","Green","Track","24.094","46.716","29.729"
"81","LMP2","Rob Hodes","10","1:41.004","20:29.416","Green","Track","24.472","46.627","29.905"
"11","LMP2","Steven Thomas","10","1:40.756","20:30.501","Green","Track","24.093","46.896","29.767"
"4","GTLM","Tommy Milner","10","1:43.136","20:37.211","Green","Track","24.348","48.134","30.654"
"3","GTLM","Antonio Garcia","10","1:43.600","20:38.527","Green","Track","24.620","48.412","30.568"
"62","GTLM","Alessandro Pier Guidi","10","1:43.517","20:38.892","Green","Track","25.066","48.002","30.449"
"24","GTLM","John Edwards","10","1:42.748","20:39.710","Green","Track","24.525","47.988","30.235"
"38","LMP3","Rasmus Lindh","10","1:45.583","20:39.925","Green","Track","24.860","49.457","31.266"
"74","LMP3","Gar Robinson","10","1:45.946","20:41.155","Green","Track","25.469","48.974","31.503"
"54","LMP3","Jonathan Bennett","10","1:46.712","20:45.883","Green","Track","25.485","49.622","31.605"
"12","GTD","Frankie Montecalvo","10","1:46.443","20:46.445","Green","Track","25.164","49.681","31.598"
"14","GTD","Aaron Telitz","10","1:46.430","20:47.658","Green","Track","25.039","49.665","31.726"
